ancho ,alto ,largo,tipo de caja
48,80,157,caja pequena2
40,79,144,caja pequena2
35,81,154,caja pequena2
37,68,151,caja pequena2
37,61,156,caja pequena2
49,65,160,caja pequena2
48,81,154,caja pequena2
45,72,153,caja pequena2
36,75,144,caja pequena2
50,67,151,caja pequena2
44,62,143,caja pequena2
49,69,142,caja pequena2
47,60,140,caja pequena2
36,83,154,caja pequena2
40,80,153,caja pequena2
39,65,150,caja pequena2
48,74,157,caja pequena2
46,77,142,caja pequena2
40,71,160,caja pequena2
49,61,155,caja pequena2
44,80,150,caja pequena2
40,61,148,caja pequena2
51,82,160,caja pequena2
47,69,153,caja pequena2
39,78,148,caja pequena2
46,77,152,caja pequena2
41,63,150,caja pequena2
36,65,154,caja pequena2
46,83,142,caja pequena2
42,85,148,caja pequena2
52,84,150,caja pequena2
54,74,149,caja pequena2
45,68,144,caja pequena2
39,72,156,caja pequena2
42,80,152,caja pequena2
40,84,160,caja pequena2
38,71,142,caja pequena2
41,81,151,caja pequena2
49,78,152,caja pequena2
53,78,149,caja pequena2
51,75,147,caja pequena2
37,73,158,caja pequena2
55,79,157,caja pequena2
52,82,156,caja pequena2
51,65,151,caja pequena2
41,80,143,caja pequena2
51,80,146,caja pequena2
35,62,156,caja pequena2
51,66,154,caja pequena2
37,85,157,caja pequena2
53,74,151,caja pequena2
55,69,154,caja pequena2
46,78,148,caja pequena2
36,65,147,caja pequena2
46,84,148,caja pequena2
53,76,154,caja pequena2
38,75,140,caja pequena2
43,76,157,caja pequena2
38,69,145,caja pequena2
48,72,150,caja pequena2
43,68,140,caja pequena2
45,68,157,caja pequena2
35,73,160,caja pequena2
46,77,145,caja pequena2
39,82,142,caja pequena2
46,74,154,caja pequena2
51,68,149,caja pequena2
48,83,144,caja pequena2
44,62,156,caja pequena2
36,84,154,caja pequena2
38,70,155,caja pequena2
50,64,150,caja pequena2
48,73,153,caja pequena2
54,63,147,caja pequena2
40,63,153,caja pequena2
45,78,146,caja pequena2
35,73,151,caja pequena2
37,63,147,caja pequena2
55,81,153,caja pequena2
37,78,157,caja pequena2
48,80,142,caja pequena2
35,85,151,caja pequena2
43,79,145,caja pequena2
51,81,143,caja pequena2
49,82,148,caja pequena2
54,65,141,caja pequena2
36,82,160,caja pequena2
55,66,154,caja pequena2
51,77,148,caja pequena2
35,77,145,caja pequena2
53,84,160,caja pequena2
54,74,157,caja pequena2
35,73,144,caja pequena2
44,84,155,caja pequena2
55,61,148,caja pequena2
47,65,147,caja pequena2
48,67,149,caja pequena2
39,82,157,caja pequena2
36,63,156,caja pequena2
54,61,152,caja pequena2
51,60,154,caja pequena2
53,75,143,caja pequena2
44,80,142,caja pequena2
55,71,151,caja pequena2
51,82,150,caja pequena2
46,64,150,caja pequena2
42,76,157,caja pequena2
50,69,150,caja pequena2
53,85,144,caja pequena2
44,79,151,caja pequena2
46,71,156,caja pequena2
47,69,141,caja pequena2
37,66,156,caja pequena2
42,73,143,caja pequena2
39,67,157,caja pequena2
45,62,153,caja pequena2
49,73,160,caja pequena2
53,85,159,caja pequena2
42,75,145,caja pequena2
47,82,148,caja pequena2
41,63,148,caja pequena2
42,67,156,caja pequena2
36,82,158,caja pequena2
49,60,140,caja pequena2
39,66,153,caja pequena2
55,82,155,caja pequena2
35,80,142,caja pequena2
37,77,141,caja pequena2
39,78,149,caja pequena2
46,79,159,caja pequena2
41,85,146,caja pequena2
37,61,158,caja pequena2
45,79,147,caja pequena2
55,62,156,caja pequena2
49,78,155,caja pequena2
44,62,153,caja pequena2
39,69,150,caja pequena2
51,75,147,caja pequena2
42,71,153,caja pequena2
40,60,150,caja pequena2
36,82,147,caja pequena2
45,81,159,caja pequena2
52,67,154,caja pequena2
48,70,159,caja pequena2
44,72,146,caja pequena2
43,84,151,caja pequena2
41,84,156,caja pequena2
37,67,154,caja pequena2
49,75,141,caja pequena2
54,65,142,caja pequena2
40,83,148,caja pequena2
38,62,158,caja pequena2
47,72,156,caja pequena2
45,69,156,caja pequena2
52,71,144,caja pequena2
40,79,142,caja pequena2
47,63,157,caja pequena2
43,69,155,caja pequena2
43,78,158,caja pequena2
42,77,152,caja pequena2
42,76,155,caja pequena2
43,65,140,caja pequena2
42,67,155,caja pequena2
37,60,159,caja pequena2
52,84,140,caja pequena2
43,61,156,caja pequena2
54,72,153,caja pequena2
42,82,158,caja pequena2
38,72,143,caja pequena2
45,75,151,caja pequena2
39,68,160,caja pequena2
43,76,154,caja pequena2
47,80,148,caja pequena2
36,63,158,caja pequena2
39,63,155,caja pequena2
42,72,150,caja pequena2
42,80,144,caja pequena2
47,61,143,caja pequena2
41,70,144,caja pequena2
49,69,146,caja pequena2
39,80,153,caja pequena2
45,75,149,caja pequena2
37,75,142,caja pequena2
45,85,160,caja pequena2
47,77,154,caja pequena2
50,72,147,caja pequena2
36,80,153,caja pequena2
42,71,158,caja pequena2
41,74,153,caja pequena2
48,78,158,caja pequena2
53,64,146,caja pequena2
44,85,151,caja pequena2
50,77,146,caja pequena2
55,68,160,caja pequena2
54,78,146,caja pequena2
50,63,157,caja pequena2
55,68,145,caja pequena2
43,60,141,caja pequena2
39,82,147,caja pequena2
41,77,152,caja pequena2
38,74,143,caja pequena2
40,73,147,caja pequena2
47,82,154,caja pequena2
50,77,153,caja pequena2
49,83,154,caja pequena2
42,84,154,caja pequena2
55,81,156,caja pequena2
51,69,143,caja pequena2
37,77,143,caja pequena2
37,63,143,caja pequena2
52,61,153,caja pequena2
39,77,143,caja pequena2
35,62,148,caja pequena2
38,75,157,caja pequena2
41,62,160,caja pequena2
47,69,140,caja pequena2
55,73,158,caja pequena2
40,78,154,caja pequena2
47,75,159,caja pequena2
51,71,150,caja pequena2
50,71,150,caja pequena2
39,73,143,caja pequena2
51,73,149,caja pequena2
51,83,154,caja pequena2
43,73,141,caja pequena2
36,81,146,caja pequena2
46,60,146,caja pequena2
36,77,148,caja pequena2
40,62,156,caja pequena2
35,80,150,caja pequena2
53,74,159,caja pequena2
36,74,142,caja pequena2
44,80,147,caja pequena2
41,81,151,caja pequena2
48,81,147,caja pequena2
53,82,148,caja pequena2
48,73,142,caja pequena2
36,62,147,caja pequena2
54,72,149,caja pequena2
45,66,153,caja pequena2
51,60,155,caja pequena2
39,68,145,caja pequena2
55,65,145,caja pequena2
38,84,149,caja pequena2
45,64,155,caja pequena2
47,84,140,caja pequena2
51,72,153,caja pequena2
51,79,157,caja pequena2
36,63,155,caja pequena2
53,62,141,caja pequena2
53,61,152,caja pequena2
42,63,145,caja pequena2
40,67,153,caja pequena2
46,71,152,caja pequena2
52,62,155,caja pequena2
35,62,159,caja pequena2
42,66,160,caja pequena2
39,81,152,caja pequena2
41,73,146,caja pequena2
41,67,152,caja pequena2
47,68,143,caja pequena2
41,62,151,caja pequena2
46,80,148,caja pequena2
43,64,145,caja pequena2
38,81,142,caja pequena2
54,78,156,caja pequena2
55,76,147,caja pequena2
36,83,141,caja pequena2
43,63,160,caja pequena2
39,65,159,caja pequena2
42,82,157,caja pequena2
50,75,153,caja pequena2
52,77,152,caja pequena2
47,85,160,caja pequena2
53,77,156,caja pequena2
36,82,156,caja pequena2
47,85,157,caja pequena2
35,67,160,caja pequena2
36,61,146,caja pequena2
53,80,147,caja pequena2
51,83,149,caja pequena2
40,67,152,caja pequena2
37,66,150,caja pequena2
55,69,145,caja pequena2
53,62,155,caja pequena2
53,73,147,caja pequena2
54,72,154,caja pequena2
47,81,156,caja pequena2
48,84,156,caja pequena2
54,79,141,caja pequena2
44,67,147,caja pequena2
51,62,140,caja pequena2
53,81,145,caja pequena2
48,75,148,caja pequena2
40,84,146,caja pequena2
41,73,140,caja pequena2
44,82,149,caja pequena2
45,65,144,caja pequena2
47,66,150,caja pequena2
40,74,147,caja pequena2
55,61,154,caja pequena2
36,63,154,caja pequena2
35,68,142,caja pequena2
38,84,152,caja pequena2
52,71,145,caja pequena2
40,85,150,caja pequena2
36,71,145,caja pequena2
53,64,141,caja pequena2
38,60,145,caja pequena2
37,83,152,caja pequena2
55,60,159,caja pequena2
41,61,153,caja pequena2
47,65,157,caja pequena2
42,62,150,caja pequena2
39,62,146,caja pequena2
51,72,149,caja pequena2
42,73,145,caja pequena2
39,77,155,caja pequena2
42,73,158,caja pequena2
35,67,153,caja pequena2
51,80,148,caja pequena2
51,78,160,caja pequena2
43,63,154,caja pequena2
36,74,151,caja pequena2
40,83,154,caja pequena2
52,83,144,caja pequena2
48,67,143,caja pequena2
54,75,148,caja pequena2
46,81,151,caja pequena2
46,71,144,caja pequena2
49,75,151,caja pequena2
54,78,141,caja pequena2
38,74,153,caja pequena2
45,82,157,caja pequena2
51,76,144,caja pequena2
44,84,156,caja pequena2
37,62,141,caja pequena2
53,78,149,caja pequena2
53,62,154,caja pequena2
45,78,153,caja pequena2
41,83,150,caja pequena2
54,70,157,caja pequena2
44,68,153,caja pequena2
51,68,149,caja pequena2
47,66,155,caja pequena2
42,82,145,caja pequena2
55,75,151,caja pequena2
44,75,143,caja pequena2
42,78,159,caja pequena2
36,69,152,caja pequena2
35,78,149,caja pequena2
50,74,150,caja pequena2
44,76,151,caja pequena2
54,78,147,caja pequena2
52,82,148,caja pequena2
48,72,158,caja pequena2
52,76,147,caja pequena2
52,62,150,caja pequena2
46,67,140,caja pequena2
48,85,156,caja pequena2
48,78,151,caja pequena2
40,77,156,caja pequena2
54,66,146,caja pequena2
46,77,156,caja pequena2
36,64,158,caja pequena2
46,66,158,caja pequena2
52,78,141,caja pequena2
36,75,153,caja pequena2
37,84,143,caja pequena2
35,64,147,caja pequena2
35,81,148,caja pequena2
49,85,152,caja pequena2
35,70,148,caja pequena2
40,74,144,caja pequena2
45,68,145,caja pequena2
47,79,156,caja pequena2
42,71,153,caja pequena2
41,64,158,caja pequena2
48,60,156,caja pequena2
40,70,143,caja pequena2
41,82,160,caja pequena2
48,70,158,caja pequena2
53,83,142,caja pequena2
45,73,159,caja pequena2
55,60,152,caja pequena2
35,80,150,caja pequena2
35,64,144,caja pequena2
113,130,203,caja mediana
118,125,201,caja mediana
118,127,201,caja mediana
118,125,206,caja mediana
109,130,206,caja mediana
110,122,207,caja mediana
114,121,209,caja mediana
115,126,206,caja mediana
117,130,207,caja mediana
112,127,202,caja mediana
110,125,208,caja mediana
105,122,203,caja mediana
114,125,203,caja mediana
114,130,204,caja mediana
108,121,207,caja mediana
116,123,208,caja mediana
116,120,205,caja mediana
106,124,201,caja mediana
117,124,200,caja mediana
111,128,207,caja mediana
112,123,206,caja mediana
120,123,207,caja mediana
106,121,209,caja mediana
110,122,204,caja mediana
107,124,201,caja mediana
106,124,205,caja mediana
106,128,209,caja mediana
114,125,206,caja mediana
115,124,204,caja mediana
107,125,203,caja mediana
112,122,208,caja mediana
105,125,210,caja mediana
106,128,210,caja mediana
114,123,201,caja mediana
113,122,210,caja mediana
108,120,208,caja mediana
116,127,209,caja mediana
113,124,210,caja mediana
120,120,206,caja mediana
118,121,208,caja mediana
117,128,204,caja mediana
112,130,206,caja mediana
120,124,201,caja mediana
114,130,202,caja mediana
118,122,205,caja mediana
106,129,206,caja mediana
115,125,206,caja mediana
110,121,207,caja mediana
115,120,204,caja mediana
120,122,207,caja mediana
118,126,208,caja mediana
114,124,205,caja mediana
107,126,200,caja mediana
111,123,205,caja mediana
109,120,208,caja mediana
112,125,206,caja mediana
107,129,208,caja mediana
112,128,204,caja mediana
118,120,206,caja mediana
111,120,207,caja mediana
111,128,208,caja mediana
111,129,209,caja mediana
112,125,207,caja mediana
117,130,202,caja mediana
114,124,201,caja mediana
112,126,201,caja mediana
112,120,202,caja mediana
108,120,202,caja mediana
120,126,208,caja mediana
119,129,201,caja mediana
109,120,205,caja mediana
107,123,209,caja mediana
117,128,202,caja mediana
112,120,210,caja mediana
105,130,210,caja mediana
119,129,207,caja mediana
115,120,208,caja mediana
113,126,200,caja mediana
105,129,210,caja mediana
109,130,203,caja mediana
119,124,205,caja mediana
119,120,206,caja mediana
117,122,205,caja mediana
107,130,202,caja mediana
112,130,209,caja mediana
116,129,210,caja mediana
118,130,204,caja mediana
114,121,206,caja mediana
106,121,209,caja mediana
114,120,203,caja mediana
110,128,201,caja mediana
109,122,208,caja mediana
115,125,202,caja mediana
116,126,206,caja mediana
113,120,207,caja mediana
120,129,209,caja mediana
118,122,201,caja mediana
106,128,201,caja mediana
112,124,202,caja mediana
112,125,208,caja mediana
117,129,209,caja mediana
120,129,208,caja mediana
117,126,209,caja mediana
105,127,201,caja mediana
108,126,209,caja mediana
115,124,203,caja mediana
119,124,200,caja mediana
114,120,206,caja mediana
118,127,206,caja mediana
117,123,202,caja mediana
109,128,208,caja mediana
113,123,208,caja mediana
113,121,201,caja mediana
117,124,204,caja mediana
105,129,208,caja mediana
106,126,207,caja mediana
115,127,201,caja mediana
120,122,204,caja mediana
113,129,206,caja mediana
120,126,206,caja mediana
107,129,204,caja mediana
105,121,205,caja mediana
116,128,209,caja mediana
116,121,201,caja mediana
116,127,201,caja mediana
112,122,209,caja mediana
119,128,207,caja mediana
118,122,204,caja mediana
105,125,208,caja mediana
109,123,203,caja mediana
115,128,206,caja mediana
114,124,205,caja mediana
111,121,210,caja mediana
110,122,201,caja mediana
112,128,210,caja mediana
118,128,209,caja mediana
118,122,209,caja mediana
112,129,206,caja mediana
117,129,207,caja mediana
109,123,209,caja mediana
113,124,205,caja mediana
120,130,208,caja mediana
117,129,210,caja mediana
119,124,201,caja mediana
112,120,209,caja mediana
117,125,202,caja mediana
116,121,207,caja mediana
112,125,205,caja mediana
116,130,205,caja mediana
109,128,204,caja mediana
107,120,204,caja mediana
115,126,210,caja mediana
115,122,203,caja mediana
106,127,200,caja mediana
110,129,209,caja mediana
112,125,201,caja mediana
118,123,204,caja mediana
113,120,200,caja mediana
110,126,202,caja mediana
114,121,207,caja mediana
107,122,201,caja mediana
116,125,208,caja mediana
109,124,208,caja mediana
105,127,203,caja mediana
113,129,210,caja mediana
119,126,201,caja mediana
106,123,208,caja mediana
119,121,208,caja mediana
110,127,205,caja mediana
115,123,207,caja mediana
115,125,204,caja mediana
112,123,204,caja mediana
114,121,207,caja mediana
109,124,204,caja mediana
111,129,210,caja mediana
114,125,209,caja mediana
114,124,200,caja mediana
113,120,200,caja mediana
105,123,209,caja mediana
113,130,205,caja mediana
112,123,210,caja mediana
114,129,205,caja mediana
113,126,201,caja mediana
112,120,206,caja mediana
110,126,206,caja mediana
107,128,202,caja mediana
108,123,204,caja mediana
118,126,210,caja mediana
108,124,205,caja mediana
117,124,200,caja mediana
105,123,206,caja mediana
116,125,209,caja mediana
112,125,210,caja mediana
117,123,203,caja mediana
108,126,205,caja mediana
106,123,206,caja mediana
109,122,205,caja mediana
106,120,202,caja mediana
108,120,205,caja mediana
109,124,204,caja mediana
105,127,204,caja mediana
117,127,207,caja mediana
113,121,209,caja mediana
107,125,205,caja mediana
113,123,204,caja mediana
106,126,209,caja mediana
105,121,208,caja mediana
115,121,205,caja mediana
117,129,209,caja mediana
109,125,206,caja mediana
119,120,210,caja mediana
112,126,202,caja mediana
106,130,208,caja mediana
106,124,200,caja mediana
114,127,205,caja mediana
114,127,200,caja mediana
120,122,208,caja mediana
116,128,210,caja mediana
116,121,200,caja mediana
119,130,201,caja mediana
117,129,208,caja mediana
114,124,202,caja mediana
108,129,210,caja mediana
120,125,206,caja mediana
119,121,206,caja mediana
105,123,210,caja mediana
113,125,202,caja mediana
116,128,202,caja mediana
109,123,210,caja mediana
111,121,202,caja mediana
105,122,205,caja mediana
110,129,201,caja mediana
114,124,208,caja mediana
110,122,207,caja mediana
108,127,203,caja mediana
116,126,210,caja mediana
105,128,202,caja mediana
110,122,208,caja mediana
113,124,204,caja mediana
117,126,200,caja mediana
114,128,209,caja mediana
106,129,208,caja mediana
110,121,206,caja mediana
118,126,200,caja mediana
117,128,201,caja mediana
120,123,200,caja mediana
118,124,201,caja mediana
117,122,208,caja mediana
111,125,200,caja mediana
106,122,201,caja mediana
120,129,201,caja mediana
105,124,202,caja mediana
115,123,205,caja mediana
116,125,200,caja mediana
116,128,210,caja mediana
109,125,200,caja mediana
116,128,203,caja mediana
111,125,200,caja mediana
106,124,206,caja mediana
113,130,201,caja mediana
106,124,200,caja mediana
119,121,210,caja mediana
109,124,203,caja mediana
113,125,204,caja mediana
108,123,201,caja mediana
114,120,203,caja mediana
118,128,206,caja mediana
105,121,205,caja mediana
105,122,202,caja mediana
118,120,210,caja mediana
109,129,205,caja mediana
117,121,207,caja mediana
113,124,204,caja mediana
105,123,204,caja mediana
108,123,200,caja mediana
107,129,204,caja mediana
116,129,202,caja mediana
115,128,210,caja mediana
115,126,208,caja mediana
120,122,201,caja mediana
108,125,203,caja mediana
115,121,208,caja mediana
106,130,200,caja mediana
107,125,206,caja mediana
110,124,208,caja mediana
105,120,201,caja mediana
111,122,203,caja mediana
108,121,206,caja mediana
107,128,206,caja mediana
119,121,201,caja mediana
118,122,208,caja mediana
106,124,203,caja mediana
106,124,202,caja mediana
112,121,201,caja mediana
108,125,207,caja mediana
118,123,205,caja mediana
114,123,202,caja mediana
105,129,203,caja mediana
117,124,206,caja mediana
105,120,209,caja mediana
120,124,206,caja mediana
116,122,207,caja mediana
112,123,205,caja mediana
106,129,209,caja mediana
114,125,206,caja mediana
117,127,209,caja mediana
115,125,206,caja mediana
106,122,205,caja mediana
120,122,209,caja mediana
120,124,207,caja mediana
107,122,204,caja mediana
117,125,200,caja mediana
115,128,202,caja mediana
111,125,207,caja mediana
117,123,208,caja mediana
107,124,209,caja mediana
120,128,203,caja mediana
108,130,204,caja mediana
120,127,201,caja mediana
105,130,206,caja mediana
116,121,202,caja mediana
115,121,203,caja mediana
105,124,204,caja mediana
110,129,201,caja mediana
120,123,204,caja mediana
115,126,206,caja mediana
111,123,208,caja mediana
106,121,206,caja mediana
111,122,206,caja mediana
105,120,202,caja mediana
114,122,202,caja mediana
112,121,204,caja mediana
111,127,203,caja mediana
105,128,208,caja mediana
119,125,201,caja mediana
116,127,202,caja mediana
114,130,201,caja mediana
115,121,200,caja mediana
111,125,201,caja mediana
112,120,207,caja mediana
118,122,201,caja mediana
108,125,208,caja mediana
115,121,200,caja mediana
105,129,210,caja mediana
107,128,209,caja mediana
119,124,204,caja mediana
106,129,210,caja mediana
113,120,210,caja mediana
116,128,210,caja mediana
117,121,200,caja mediana
105,120,202,caja mediana
115,126,203,caja mediana
105,124,207,caja mediana
108,129,201,caja mediana
110,125,201,caja mediana
110,127,206,caja mediana
117,125,209,caja mediana
119,125,206,caja mediana
118,121,209,caja mediana
108,126,208,caja mediana
118,130,204,caja mediana
111,120,203,caja mediana
106,122,210,caja mediana
117,120,202,caja mediana
117,124,201,caja mediana
115,130,202,caja mediana
113,123,205,caja mediana
114,121,206,caja mediana
118,129,200,caja mediana
118,121,203,caja mediana
120,128,203,caja mediana
109,121,209,caja mediana
106,126,201,caja mediana
119,127,205,caja mediana
108,127,201,caja mediana
113,123,206,caja mediana
108,122,202,caja mediana
120,124,202,caja mediana
116,127,204,caja mediana
112,124,200,caja mediana
112,123,210,caja mediana
118,124,210,caja mediana
112,125,207,caja mediana
108,126,202,caja mediana
105,126,205,caja mediana
111,124,201,caja mediana
115,124,207,caja mediana
113,126,206,caja mediana
112,123,210,caja mediana
114,127,209,caja mediana
105,124,208,caja mediana
115,123,203,caja mediana
115,123,208,caja mediana
109,130,206,caja mediana
116,120,203,caja mediana
113,123,202,caja mediana
111,120,206,caja mediana
108,130,206,caja mediana
109,122,200,caja mediana
119,127,208,caja mediana
114,127,208,caja mediana
117,130,203,caja mediana
120,124,207,caja mediana
114,129,203,caja mediana
113,122,201,caja mediana
117,123,207,caja mediana
107,127,200,caja mediana
118,129,204,caja mediana
116,122,200,caja mediana
119,127,208,caja mediana
109,128,205,caja mediana
106,130,204,caja mediana
117,130,207,caja mediana
108,121,204,caja mediana
105,126,206,caja mediana
107,125,207,caja mediana
112,124,201,caja mediana
114,122,206,caja mediana
109,129,205,caja mediana
113,126,208,caja mediana
107,130,208,caja mediana
113,122,203,caja mediana
114,121,204,caja mediana
106,126,202,caja mediana
117,120,209,caja mediana
112,126,201,caja mediana
117,120,206,caja mediana
119,128,206,caja mediana
107,125,204,caja mediana
109,127,207,caja mediana
113,125,202,caja mediana
105,129,208,caja mediana
113,129,206,caja mediana
120,124,203,caja mediana
119,122,200,caja mediana
116,127,204,caja mediana
113,121,203,caja mediana
118,120,210,caja mediana
108,125,202,caja mediana
112,126,210,caja mediana
111,127,204,caja mediana
116,122,201,caja mediana
120,124,201,caja mediana
110,124,209,caja mediana
113,120,210,caja mediana
115,125,201,caja mediana
112,130,204,caja mediana
120,122,210,caja mediana
115,123,207,caja mediana
117,120,207,caja mediana
108,130,204,caja mediana
112,126,203,caja mediana
115,127,210,caja mediana
110,128,200,caja mediana
118,124,206,caja mediana
114,130,210,caja mediana
112,124,204,caja mediana
107,129,207,caja mediana
111,124,202,caja mediana
107,126,210,caja mediana
120,121,203,caja mediana
117,121,208,caja mediana
117,122,207,caja mediana
114,127,201,caja mediana
106,129,204,caja mediana
114,123,201,caja mediana
113,126,207,caja mediana
106,127,202,caja mediana
118,121,209,caja mediana
119,125,209,caja mediana
117,121,207,caja mediana
117,129,203,caja mediana
113,122,200,caja mediana
108,122,208,caja mediana
115,128,209,caja mediana
110,122,205,caja mediana
114,127,207,caja mediana
118,128,202,caja mediana
111,120,201,caja mediana
111,124,208,caja mediana
119,125,201,caja mediana
112,127,202,caja mediana
106,121,200,caja mediana
108,123,208,caja mediana
120,127,207,caja mediana
118,125,206,caja mediana
115,124,206,caja mediana
108,129,206,caja mediana
117,120,200,caja mediana
119,127,206,caja mediana
112,125,202,caja mediana
115,124,200,caja mediana
118,128,208,caja mediana
116,120,206,caja mediana
105,120,203,caja mediana
109,125,202,caja mediana
114,121,207,caja mediana
113,127,208,caja mediana
117,123,210,caja mediana
113,124,203,caja mediana
121,155,238,caja mediana1
128,133,232,caja mediana1
123,137,224,caja mediana1
128,149,222,caja mediana1
134,155,240,caja mediana1
123,139,222,caja mediana1
120,159,237,caja mediana1
121,145,230,caja mediana1
128,156,230,caja mediana1
124,140,228,caja mediana1
121,153,229,caja mediana1
133,146,238,caja mediana1
127,135,236,caja mediana1
130,136,222,caja mediana1
123,131,230,caja mediana1
129,145,223,caja mediana1
129,142,224,caja mediana1
122,155,230,caja mediana1
131,159,230,caja mediana1
121,145,238,caja mediana1
131,152,229,caja mediana1
130,157,240,caja mediana1
120,160,240,caja mediana1
135,143,228,caja mediana1
130,156,232,caja mediana1
127,132,240,caja mediana1
120,158,236,caja mediana1
130,134,223,caja mediana1
123,146,234,caja mediana1
124,134,230,caja mediana1
135,135,239,caja mediana1
129,155,238,caja mediana1
125,140,231,caja mediana1
130,152,229,caja mediana1
132,145,239,caja mediana1
129,154,232,caja mediana1
121,144,240,caja mediana1
135,143,220,caja mediana1
132,132,222,caja mediana1
122,155,238,caja mediana1
121,141,223,caja mediana1
120,141,226,caja mediana1
130,158,230,caja mediana1
134,157,227,caja mediana1
125,155,231,caja mediana1
126,137,224,caja mediana1
130,130,231,caja mediana1
122,133,220,caja mediana1
135,154,224,caja mediana1
128,143,238,caja mediana1
128,152,231,caja mediana1
128,156,239,caja mediana1
135,134,236,caja mediana1
133,136,227,caja mediana1
121,135,226,caja mediana1
128,131,220,caja mediana1
129,140,228,caja mediana1
125,155,236,caja mediana1
123,134,234,caja mediana1
132,152,231,caja mediana1
127,157,232,caja mediana1
122,137,238,caja mediana1
123,141,239,caja mediana1
125,138,235,caja mediana1
126,141,229,caja mediana1
120,158,240,caja mediana1
133,136,234,caja mediana1
121,157,238,caja mediana1
129,150,235,caja mediana1
135,146,223,caja mediana1
134,155,238,caja mediana1
125,134,220,caja mediana1
120,151,238,caja mediana1
121,137,231,caja mediana1
135,142,227,caja mediana1
131,141,235,caja mediana1
132,154,238,caja mediana1
130,135,240,caja mediana1
124,150,236,caja mediana1
134,141,221,caja mediana1
128,146,235,caja mediana1
126,138,227,caja mediana1
122,146,237,caja mediana1
128,151,232,caja mediana1
127,140,230,caja mediana1
120,160,232,caja mediana1
131,131,231,caja mediana1
129,156,236,caja mediana1
130,158,226,caja mediana1
121,132,235,caja mediana1
122,153,238,caja mediana1
120,158,221,caja mediana1
122,148,226,caja mediana1
128,148,228,caja mediana1
133,154,230,caja mediana1
125,141,222,caja mediana1
121,159,229,caja mediana1
135,133,233,caja mediana1
130,153,230,caja mediana1
121,139,226,caja mediana1
130,150,227,caja mediana1
121,146,232,caja mediana1
128,148,222,caja mediana1
128,138,237,caja mediana1
126,160,220,caja mediana1
122,157,233,caja mediana1
132,135,228,caja mediana1
128,133,235,caja mediana1
121,133,224,caja mediana1
122,160,224,caja mediana1
125,152,223,caja mediana1
120,149,229,caja mediana1
126,158,224,caja mediana1
132,148,228,caja mediana1
130,133,239,caja mediana1
135,141,225,caja mediana1
127,137,231,caja mediana1
121,134,238,caja mediana1
126,137,221,caja mediana1
130,151,231,caja mediana1
126,132,225,caja mediana1
131,132,235,caja mediana1
135,131,231,caja mediana1
127,149,222,caja mediana1
125,155,230,caja mediana1
123,131,220,caja mediana1
120,141,232,caja mediana1
128,150,240,caja mediana1
130,153,221,caja mediana1
130,157,228,caja mediana1
134,146,227,caja mediana1
126,140,235,caja mediana1
135,159,234,caja mediana1
131,147,224,caja mediana1
122,154,220,caja mediana1
123,148,234,caja mediana1
122,132,231,caja mediana1
134,142,229,caja mediana1
125,154,225,caja mediana1
124,150,224,caja mediana1
128,143,228,caja mediana1
127,131,240,caja mediana1
121,130,239,caja mediana1
129,146,220,caja mediana1
121,145,231,caja mediana1
129,137,235,caja mediana1
121,143,238,caja mediana1
125,138,237,caja mediana1
123,148,227,caja mediana1
132,141,224,caja mediana1
132,160,223,caja mediana1
125,141,229,caja mediana1
122,133,229,caja mediana1
127,149,232,caja mediana1
134,157,227,caja mediana1
122,152,226,caja mediana1
124,131,229,caja mediana1
121,157,232,caja mediana1
130,157,233,caja mediana1
131,132,228,caja mediana1
130,133,236,caja mediana1
134,134,225,caja mediana1
130,154,237,caja mediana1
135,154,233,caja mediana1
130,148,221,caja mediana1
131,150,220,caja mediana1
134,136,226,caja mediana1
121,153,224,caja mediana1
126,153,231,caja mediana1
128,135,230,caja mediana1
133,145,230,caja mediana1
124,134,239,caja mediana1
125,154,226,caja mediana1
126,135,220,caja mediana1
126,157,226,caja mediana1
135,132,239,caja mediana1
124,142,222,caja mediana1
120,139,221,caja mediana1
127,136,228,caja mediana1
133,140,227,caja mediana1
126,132,220,caja mediana1
120,146,232,caja mediana1
130,150,225,caja mediana1
123,153,239,caja mediana1
131,136,224,caja mediana1
135,159,232,caja mediana1
133,138,225,caja mediana1
126,133,224,caja mediana1
130,131,236,caja mediana1
128,154,239,caja mediana1
124,143,228,caja mediana1
130,142,227,caja mediana1
134,145,220,caja mediana1
127,151,221,caja mediana1
127,139,231,caja mediana1
124,144,228,caja mediana1
133,154,224,caja mediana1
125,150,238,caja mediana1
129,142,225,caja mediana1
120,137,231,caja mediana1
128,133,239,caja mediana1
126,139,228,caja mediana1
130,150,227,caja mediana1
133,148,240,caja mediana1
127,154,227,caja mediana1
135,140,224,caja mediana1
126,148,232,caja mediana1
121,137,226,caja mediana1
128,136,227,caja mediana1
132,137,228,caja mediana1
133,150,224,caja mediana1
129,154,239,caja mediana1
120,134,235,caja mediana1
135,133,233,caja mediana1
129,155,228,caja mediana1
125,151,239,caja mediana1
120,146,239,caja mediana1
132,154,235,caja mediana1
133,136,236,caja mediana1
130,143,231,caja mediana1
121,144,221,caja mediana1
135,149,230,caja mediana1
120,142,228,caja mediana1
129,136,233,caja mediana1
131,158,227,caja mediana1
133,145,225,caja mediana1
